Month,State,Unemployment Rate
2015-12,Australian Capital Territory,4.8
2016-01,Australian Capital Territory,5.2
2016-02,Australian Capital Territory,5.4
2016-03,Australian Capital Territory,4
2016-04,Australian Capital Territory,4
2016-05,Australian Capital Territory,3.8
2016-06,Australian Capital Territory,3.1
2016-07,Australian Capital Territory,3.5
2016-08,Australian Capital Territory,3.6
2016-09,Australian Capital Territory,3.5
2016-10,Australian Capital Territory,3.6
2016-11,Australian Capital Territory,4
2016-12,Australian Capital Territory,3.5
2017-01,Australian Capital Territory,4.1
2017-02,Australian Capital Territory,4.7
2017-03,Australian Capital Territory,4.1
2017-04,Australian Capital Territory,3.7
2017-05,Australian Capital Territory,3.7
2017-06,Australian Capital Territory,4.8
2017-07,Australian Capital Territory,4.5
2017-08,Australian Capital Territory,4.2
2017-09,Australian Capital Territory,4.1
2017-10,Australian Capital Territory,3.5
2017-11,Australian Capital Territory,4
2017-12,Australian Capital Territory,4.1
2018-01,Australian Capital Territory,4.8
2018-02,Australian Capital Territory,4.7
2018-03,Australian Capital Territory,4.3
2018-04,Australian Capital Territory,3.8
2018-05,Australian Capital Territory,3.5
2018-06,Australian Capital Territory,3.4
2018-07,Australian Capital Territory,3.6
2018-08,Australian Capital Territory,4
2018-09,Australian Capital Territory,3.5
2018-10,Australian Capital Territory,3.5
2018-11,Australian Capital Territory,2.5
2018-12,Australian Capital Territory,3.7
2019-01,Australian Capital Territory,3.8
2019-02,Australian Capital Territory,3.7
2019-03,Australian Capital Territory,4.1
2019-04,Australian Capital Territory,4.7
2019-05,Australian Capital Territory,4.2
2019-06,Australian Capital Territory,2.6
2019-07,Australian Capital Territory,3.4
2019-08,Australian Capital Territory,4
2019-09,Australian Capital Territory,3.4
2019-10,Australian Capital Territory,3
2019-11,Australian Capital Territory,2.9
2019-12,Australian Capital Territory,3
2020-01,Australian Capital Territory,3.4
2020-02,Australian Capital Territory,3.3
2020-03,Australian Capital Territory,3.6
2020-04,Australian Capital Territory,4.2
2020-05,Australian Capital Territory,3.9
2020-06,Australian Capital Territory,4.3
2020-07,Australian Capital Territory,4.6
2020-08,Australian Capital Territory,4.5
2020-09,Australian Capital Territory,3.9
2020-10,Australian Capital Territory,3.8
2020-11,Australian Capital Territory,3.7
2020-12,Australian Capital Territory,3.7
2021-01,Australian Capital Territory,4.9
2021-02,Australian Capital Territory,5
2021-03,Australian Capital Territory,4
2021-04,Australian Capital Territory,3.6
2021-05,Australian Capital Territory,3.6
2021-06,Australian Capital Territory,4.4
2021-07,Australian Capital Territory,4.4
2021-08,Australian Capital Territory,3.8
2021-09,Australian Capital Territory,4.1
2021-10,Australian Capital Territory,6.3
2021-11,Australian Capital Territory,3.6
2021-12,Australian Capital Territory,4.4
2022-01,Australian Capital Territory,3.7
2022-02,Australian Capital Territory,3.5
2022-03,Australian Capital Territory,3.9
2022-04,Australian Capital Territory,3.3
2022-05,Australian Capital Territory,3.3
2022-06,Australian Capital Territory,3
2022-07,Australian Capital Territory,3.3
2022-08,Australian Capital Territory,2.9
2022-09,Australian Capital Territory,3.2
2022-10,Australian Capital Territory,3
2022-11,Australian Capital Territory,2.3
2022-12,Australian Capital Territory,2.8
2023-01,Australian Capital Territory,3.8
2023-02,Australian Capital Territory,3.4
2023-03,Australian Capital Territory,3.1
2023-04,Australian Capital Territory,3.1
2023-05,Australian Capital Territory,3
2023-06,Australian Capital Territory,3.6
2023-07,Australian Capital Territory,3.9
2023-08,Australian Capital Territory,3.3
2023-09,Australian Capital Territory,4
2023-10,Australian Capital Territory,3.8
2023-11,Australian Capital Territory,3.4
2023-12,Australian Capital Territory,3.9
2024-01,Australian Capital Territory,4.8
2024-02,Australian Capital Territory,4.9
2024-03,Australian Capital Territory,3.2
2024-04,Australian Capital Territory,3.8
2024-05,Australian Capital Territory,3.6
2024-06,Australian Capital Territory,2.7
2024-07,Australian Capital Territory,4
2024-08,Australian Capital Territory,3.9
2024-09,Australian Capital Territory,3.4
2024-10,Australian Capital Territory,3
2024-11,Australian Capital Territory,2.6
2024-12,Australian Capital Territory,3
2025-01,Australian Capital Territory,3.7
2025-02,Australian Capital Territory,3.1
2025-03,Australian Capital Territory,3
2025-04,Australian Capital Territory,3.9
2025-05,Australian Capital Territory,4.1
2025-06,Australian Capital Territory,3.3
2025-07,Australian Capital Territory,4.3
2025-08,Australian Capital Territory,4.6
